Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,Preferred Foot,Height
54,33,€500,60,47,154lbs,€100K,23,47,53,64,48,Right,5'8
61,26,€4K,68,51,170lbs,€275K,22,65,63,68,37,Right,5'11
66,37,€3K,66,61,161lbs,€425K,30,60,59,70,55,Left,5'10
61,49,€8K,71,59,141lbs,€325K,19,68,63,47,63,Right,5'10
59,60,€2K,69,52,154lbs,€230K,19,58,52,55,51,Right,5'9
71,47,€15K,74,69,165lbs,€1.7M,26,58,53,83,58,Right,5'11
59,17,€2K,59,46,172lbs,€50K,34,26,22,87,30,Right,5'11
69,42,€10K,69,62,154lbs,€725K,30,63,65,71,53,Left,5'11
60,25,€4K,71,57,159lbs,€275K,21,53,56,61,40,Right,5'10
72,68,€8K,72,47,157lbs,€220K,37,84,71,55,77,Right,5'8
69,39,€7K,78,68,185lbs,€1.2M,19,71,61,76,64,Right,6'2
71,65,€40K,71,70,132lbs,€1.5M,29,70,66,89,71,Right,5'7
65,61,€3K,71,65,139lbs,€725K,22,64,68,70,55,Right,5'6
64,60,€0,64,60,152lbs,€0,26,63,61,67,66,Left,5'11
57,25,€500,66,50,174lbs,€130K,18,35,36,67,35,Right,6'1
71,62,€10K,71,67,154lbs,€1.6M,28,70,72,78,69,Left,5'7
61,44,€3K,61,61,154lbs,€110K,34,63,54,79,59,Right,5'11
77,71,€70K,83,77,161lbs,€9.5M,21,76,79,72,69,Right,5'9
54,40,€2K,61,59,154lbs,€100K,20,61,65,32,56,Left,5'10
65,39,€2K,65,48,190lbs,€375K,30,50,30,55,41,Right,6'2
71,72,€7K,74,72,179lbs,€2.1M,23,65,67,74,68,Right,6'0
79,14,€30K,79,81,190lbs,€8.5M,30,31,12,32,45,Right,6'4
76,69,€9K,85,74,146lbs,€8M,21,78,82,76,69,Left,5'9
71,65,€30K,71,67,168lbs,€1.6M,28,72,67,82,72,Right,5'10
59,53,€2K,69,46,152lbs,€250K,21,57,62,58,53,Right,5'9
59,8,€3K,65,50,168lbs,€190K,24,16,12,36,12,Right,6'3
67,44,€5K,67,48,174lbs,€550K,28,63,56,61,39,Right,6'0
78,29,€30K,78,67,174lbs,€6.5M,28,63,47,76,30,Right,6'1
65,25,€3K,75,57,141lbs,€750K,21,66,60,67,47,Right,5'10
68,27,€6K,68,61,163lbs,€375K,33,55,46,57,34,Right,6'1
59,59,€5K,76,59,154lbs,€300K,18,58,53,56,57,Right,6'0
62,28,€1K,72,57,174lbs,€325K,18,50,37,56,39,Right,5'11
63,42,€1K,68,54,161lbs,€450K,22,66,63,71,63,Right,5'6
82,69,€70K,82,84,163lbs,€18.5M,29,82,80,78,83,Right,5'8
60,47,€2K,76,47,154lbs,€350K,17,62,63,77,49,Right,5'9
75,28,€20K,78,73,174lbs,€4.3M,25,69,59,66,57,Left,6'2
73,70,€15K,76,74,139lbs,€3.7M,25,78,77,83,64,Right,5'9
71,29,€30K,71,67,161lbs,€1.3M,28,61,60,68,56,Right,5'9
76,76,€50K,77,68,170lbs,€6M,26,72,77,76,55,Right,6'2
75,16,€30K,77,76,176lbs,€4.1M,28,24,15,31,57,Right,6'2
55,51,€2K,55,59,154lbs,€35K,35,57,54,53,56,Right,5'9
77,34,€40K,80,74,181lbs,€7.5M,23,61,55,67,42,Right,6'1
63,43,€2K,63,61,201lbs,€275K,28,56,51,65,45,Left,6'2
60,17,€1K,60,55,196lbs,€30K,38,23,17,29,35,Right,6'4
72,72,€20K,78,69,183lbs,€2.9M,22,75,73,71,63,Right,6'2
70,60,€15K,70,70,179lbs,€975K,29,67,68,85,65,Right,6'2
66,52,€9K,66,61,181lbs,€400K,31,66,59,70,45,Right,6'4
72,54,€4K,79,73,150lbs,€2.9M,21,77,75,77,76,Right,5'7
70,35,€20K,78,68,154lbs,€1.7M,21,68,66,78,50,Right,6'2
50,60,€2K,65,45,161lbs,€70K,17,47,38,56,49,Right,6'0
63,55,€1K,71,54,141lbs,€500K,20,65,65,68,60,Left,5'7
64,26,€2K,66,56,190lbs,€450K,24,46,31,54,39,Right,6'4
66,62,€5K,66,50,165lbs,€475K,32,74,75,71,66,Left,5'11
67,42,€2K,75,56,143lbs,€925K,21,68,60,80,66,Right,5'10
58,18,€1K,63,49,183lbs,€150K,23,26,18,22,29,Right,6'2
67,63,€6K,70,55,165lbs,€900K,24,67,73,65,58,Right,5'11
61,16,€500,72,54,179lbs,€350K,21,42,32,58,28,Right,6'2
79,25,€70K,81,76,172lbs,€10M,26,58,54,68,30,Right,6'0
68,54,€10K,68,73,159lbs,€275K,34,72,67,53,59,Right,5'8
65,53,€9K,66,60,154lbs,€500K,25,66,63,81,51,Left,5'10
65,18,€2K,77,57,179lbs,€850K,20,40,22,54,34,Right,6'0
70,71,€8K,73,67,194lbs,€1.7M,25,71,70,71,57,Right,6'0
60,59,€2K,64,64,154lbs,€250K,21,66,57,66,58,Right,5'9
64,59,€10K,64,57,143lbs,€425K,27,63,65,60,65,Left,5'8
76,71,€20K,82,76,148lbs,€7M,22,74,79,74,74,Right,5'8
61,62,€1K,67,56,190lbs,€325K,20,58,57,57,39,Right,6'2
63,28,€5K,82,52,187lbs,€575K,18,45,34,76,29,Right,6'4
73,56,€20K,79,66,170lbs,€3.4M,23,68,68,75,67,Left,6'2
66,66,€3K,66,72,150lbs,€575K,30,64,61,71,63,Right,5'7
75,20,€15K,75,60,196lbs,€700K,35,44,30,34,24,Right,6'3
66,60,€5K,66,65,165lbs,€625K,27,67,70,81,67,Right,6'0
72,33,€10K,77,66,165lbs,€2.4M,22,69,65,67,49,Left,6'0
68,41,€6K,80,58,141lbs,€1.4M,19,73,67,71,70,Right,5'9
65,40,€3K,68,62,159lbs,€525K,25,58,63,62,50,Right,6'1
67,28,€10K,67,61,154lbs,€550K,29,60,59,70,51,Right,5'11
65,15,€6K,65,62,190lbs,€450K,28,15,17,13,37,Right,6'2
64,58,€3K,64,67,159lbs,€275K,33,66,67,55,71,Right,5'10
69,11,€5K,69,64,196lbs,€600K,35,29,14,32,29,Right,6'4
67,59,€10K,84,56,159lbs,€1.4M,18,69,61,53,67,Left,5'11
70,66,€8K,78,69,141lbs,€1.7M,22,72,71,78,69,Right,5'7
73,21,€5K,76,70,176lbs,€3.1M,23,52,40,70,25,Right,6'2
69,61,€8K,69,64,157lbs,€1M,27,62,70,91,60,Right,5'10
50,39,€2K,57,47,154lbs,€45K,20,54,56,55,46,Right,6'1
65,38,€7K,65,70,170lbs,€400K,28,63,51,64,41,Left,6'0
71,66,€10K,72,67,172lbs,€1.9M,25,74,74,77,67,Left,5'11
63,70,€5K,64,52,146lbs,€375K,25,69,70,68,45,Right,5'9
60,33,€1K,65,50,165lbs,€210K,20,57,56,56,57,Left,5'11
53,55,€1K,64,44,157lbs,€90K,18,50,52,50,36,Right,5'10
77,32,€20K,77,76,190lbs,€5M,30,61,39,64,55,Right,6'1
57,29,€2K,62,45,174lbs,€130K,22,51,53,63,40,Left,5'11
64,67,€3K,72,62,154lbs,€650K,20,68,63,69,53,Right,5'10
70,61,€10K,70,59,152lbs,€1.3M,28,71,70,86,69,Left,5'7
65,31,€2K,77,64,163lbs,€750K,19,65,64,76,57,Left,5'9
65,17,€3K,68,57,185lbs,€575K,24,53,47,68,34,Right,6'2
58,36,€4K,61,60,154lbs,€140K,26,57,45,57,66,Right,5'9
68,62,€5K,74,63,154lbs,€1.2M,22,69,70,59,67,Right,5'10
66,65,€2K,71,67,163lbs,€850K,24,65,59,66,44,Right,6'0
66,58,€3K,66,56,150lbs,€675K,25,64,65,73,66,Right,5'10
55,55,€1K,66,46,168lbs,€140K,19,48,48,65,50,Right,6'2
59,42,€9K,71,52,150lbs,€250K,20,55,53,48,61,Right,6'2
60,43,€2K,70,59,165lbs,€210K,17,62,60,76,55,Right,5'11
59,26,€500,76,56,176lbs,€275K,19,60,46,60,56,Right,6'0
57,14,€1K,57,51,183lbs,€70K,35,29,13,33,16,Right,6'1
78,45,€20K,80,77,196lbs,€8.5M,26,68,58,35,56,Left,6'1
67,24,€8K,79,64,174lbs,€1M,19,64,47,58,31,Left,6'0
63,40,€2K,63,57,161lbs,€250K,28,63,60,70,62,Right,5'9
56,42,€500,65,53,159lbs,€130K,18,58,56,62,55,Right,6'1
71,27,€3K,76,66,159lbs,€1.9M,23,66,59,82,58,Left,6'0
72,46,€8K,74,67,168lbs,€2.1M,26,63,57,66,47,Right,6'2
51,18,€1K,64,48,174lbs,€70K,19,34,23,56,30,Right,6'2
75,48,€15K,75,65,181lbs,€3.1M,28,70,63,88,42,Right,6'2
64,54,€2K,67,59,187lbs,€525K,25,64,62,70,67,Left,6'3
61,15,€2K,61,55,154lbs,€170K,32,30,14,30,18,Right,6'0
64,68,€3K,72,46,146lbs,€625K,21,70,77,40,45,Right,5'6
63,60,€2K,64,56,150lbs,€375K,25,61,53,66,66,Right,5'9
63,27,€8K,71,57,168lbs,€425K,22,47,36,58,32,Right,6'1
75,72,€30K,75,69,146lbs,€4.3M,25,75,79,75,63,Right,5'7
82,75,€30K,82,80,146lbs,€21M,26,84,89,75,78,Right,5'9
68,8,€0,69,49,168lbs,€0,28,11,18,36,39,Right,6'0
70,64,€15K,70,68,159lbs,€1M,28,64,66,78,66,Right,5'11
60,35,€1K,65,60,176lbs,€250K,24,57,49,82,51,Right,6'4
61,24,€2K,75,49,154lbs,€400K,18,48,23,60,33,Left,6'2
83,70,€90K,83,78,148lbs,€17.5M,32,87,89,68,80,Right,5'9
67,59,€20K,67,61,168lbs,€475K,31,68,72,76,64,Right,5'11
82,16,€50K,89,73,209lbs,€24.5M,23,26,21,35,31,Right,6'5
67,48,€8K,72,69,168lbs,€825K,24,64,66,76,54,Right,5'11
59,34,€2K,71,54,170lbs,€250K,20,55,65,63,43,Left,5'10
60,46,€1K,60,59,165lbs,€150K,27,49,51,72,56,Right,6'2
66,62,€2K,71,61,181lbs,€850K,24,68,64,68,40,Right,6'1
69,12,€10K,69,66,179lbs,€775K,32,20,14,26,28,Right,6'0
62,34,€1K,66,51,146lbs,€325K,24,59,49,90,45,Right,5'9
70,41,€7K,70,61,176lbs,€950K,30,49,46,90,48,Right,6'1
67,39,€5K,67,71,159lbs,€425K,32,54,34,48,67,Right,6'0
71,15,€6K,73,72,190lbs,€1.6M,26,56,42,60,48,Right,6'3
65,56,€5K,78,67,172lbs,€925K,19,64,60,59,67,Right,6'3
80,69,€80K,80,79,157lbs,€12.5M,30,82,71,73,79,Right,5'9
60,61,€1K,67,48,150lbs,€275K,22,59,57,54,49,Left,6'0
66,48,€10K,66,64,157lbs,€625K,26,65,64,75,58,Right,5'8
49,39,€500,64,49,152lbs,€60K,17,48,52,52,48,Right,5'11
62,14,€1K,62,47,174lbs,€220K,31,35,23,33,54,Right,5'11
76,75,€2K,77,71,150lbs,€6M,25,76,80,73,76,Right,5'10
83,87,€20K,83,83,165lbs,€19M,32,88,84,73,83,Right,5'11
58,25,€1K,69,57,181lbs,€180K,19,48,47,58,40,Right,6'2
54,21,€500,67,41,165lbs,€110K,18,31,28,66,28,Right,6'1
66,55,€3K,68,64,150lbs,€775K,24,68,68,55,63,Right,5'6
69,67,€10K,69,64,174lbs,€1.1M,27,64,62,66,47,Left,6'2
62,46,€1K,70,50,179lbs,€400K,21,73,68,55,58,Right,6'1
59,55,€1K,69,56,161lbs,€230K,19,60,54,61,44,Right,6'2
87,11,€60K,91,84,192lbs,€50.5M,23,16,12,41,55,Right,6'1
66,45,€7K,66,55,143lbs,€625K,26,65,70,87,61,Right,5'7
78,70,€20K,83,76,143lbs,€11M,23,80,81,68,77,Left,5'7
64,58,€5K,64,72,150lbs,€325K,29,66,62,64,60,Right,5'8
77,16,€15K,83,76,179lbs,€8M,24,14,13,43,45,Left,6'1
67,12,€4K,67,65,163lbs,€600K,27,53,34,66,22,Right,6'1
70,25,€3K,78,60,190lbs,€1.7M,21,66,56,65,22,Left,6'2
65,37,€3K,69,64,174lbs,€575K,23,63,63,75,63,Right,6'0
62,53,€2K,76,62,165lbs,€600K,20,63,61,70,63,Left,5'11
69,47,€4K,79,66,141lbs,€1.1M,17,66,61,68,56,Right,5'7
68,51,€5K,74,61,192lbs,€1M,24,52,50,65,42,Right,6'2
49,44,€1K,67,49,150lbs,€60K,17,51,51,54,46,Right,5'10
62,54,€3K,62,56,165lbs,€220K,28,62,56,75,60,Right,6'0
71,12,€8K,75,64,187lbs,€1.8M,25,23,20,31,31,Right,6'3
77,17,€15K,77,75,168lbs,€4.5M,34,22,18,40,30,Left,6'4
63,26,€2K,70,64,185lbs,€400K,21,39,24,61,33,Right,6'5
70,71,€6K,70,66,187lbs,€1M,32,68,67,80,64,Right,6'1
74,53,€40K,78,72,176lbs,€4.3M,24,78,77,78,74,Right,6'2
51,27,€500,60,47,146lbs,€60K,20,37,54,58,39,Left,5'9
73,50,€40K,75,69,163lbs,€2.8M,25,66,74,88,62,Right,5'10
68,37,€7K,68,71,179lbs,€475K,32,70,68,60,56,Right,6'1
80,66,€50K,80,80,134lbs,€13.5M,28,78,87,74,76,Left,5'7
84,89,€100K,89,83,165lbs,€40M,23,79,75,72,64,Right,5'11
52,11,€2K,56,53,183lbs,€50K,26,24,17,44,18,Right,6'0
78,25,€10K,82,76,181lbs,€9.5M,24,65,60,75,41,Right,6'2
61,13,€3K,61,57,165lbs,€130K,35,15,16,34,54,Right,5'11
69,13,€3K,71,58,165lbs,€975K,27,54,27,71,22,Left,6'0
80,74,€50K,88,78,181lbs,€21M,20,81,86,68,80,Right,6'0
68,74,€10K,68,63,174lbs,€900K,27,70,69,62,62,Right,6'2
77,71,€70K,78,73,174lbs,€8M,26,75,78,92,73,Right,6'2
71,74,€1K,72,64,183lbs,€1.9M,26,73,72,75,55,Right,6'3
56,10,€500,72,48,168lbs,€170K,16,15,10,18,22,Right,6'0
55,37,€1K,70,52,148lbs,€170K,18,58,57,53,51,Right,5'9
63,69,€0,63,55,152lbs,€0,26,63,62,78,50,Right,5'10
51,40,€1K,64,36,143lbs,€80K,20,51,42,63,46,Left,5'8
69,64,€10K,69,61,159lbs,€375K,35,73,67,52,74,Right,5'8
65,11,€2K,75,58,194lbs,€675K,19,17,14,25,45,Right,6'3
61,37,€500,70,57,165lbs,€300K,21,48,36,60,30,Right,6'2
60,17,€500,71,56,196lbs,€275K,20,16,15,28,51,Right,6'5
64,14,€3K,65,61,192lbs,€425K,28,19,12,31,19,Right,6'2
79,22,€60K,83,71,181lbs,€11.5M,24,61,49,68,31,Right,6'4
69,70,€10K,74,65,154lbs,€1.4M,23,61,62,73,56,Right,5'11
67,14,€5K,67,61,187lbs,€600K,30,12,15,41,36,Right,6'2
67,69,€8K,70,64,190lbs,€925K,25,61,63,81,46,Right,6'2
55,20,€500,71,49,150lbs,€150K,16,51,50,69,30,Right,5'10
54,31,€1K,63,48,185lbs,€110K,20,53,46,59,44,Right,6'2
79,79,€100K,86,76,165lbs,€15M,21,76,78,74,71,Right,6'1
66,64,€3K,74,60,141lbs,€925K,21,65,67,54,62,Right,5'7
57,30,€2K,65,54,159lbs,€150K,21,59,55,44,38,Left,5'9
54,15,€2K,62,41,176lbs,€90K,22,12,14,17,32,Right,6'1
58,56,€2K,68,49,168lbs,€210K,21,56,53,64,52,Right,6'1
71,56,€30K,85,64,183lbs,€3.4M,19,70,74,62,68,Right,6'1
66,66,€2K,70,62,176lbs,€825K,24,65,61,74,40,Left,6'0
50,26,€500,67,48,154lbs,€60K,17,42,43,62,36,Left,5'6
58,38,€2K,68,61,154lbs,€220K,20,56,60,57,54,Right,5'9
66,34,€2K,72,65,163lbs,€725K,21,59,50,71,38,Left,6'1
68,28,€6K,72,65,165lbs,€925K,25,67,51,76,63,Right,5'9
62,64,€1K,62,63,170lbs,€250K,31,55,54,73,48,Right,5'9
63,55,€2K,63,62,170lbs,€210K,33,63,57,70,64,Right,5'7
76,33,€30K,77,75,168lbs,€6M,26,75,71,90,78,Right,5'10
83,73,€120K,85,82,168lbs,€27.5M,25,84,81,90,80,Right,6'0
64,58,€2K,64,67,163lbs,€425K,28,64,54,90,54,Right,6'0
75,69,€0,75,71,176lbs,€0,27,78,75,62,79,Right,6'1
67,62,€8K,69,64,159lbs,€875K,25,69,70,64,65,Right,5'8
67,36,€7K,70,58,157lbs,€750K,25,59,60,72,47,Right,5'8
61,15,€2K,67,51,205lbs,€275K,24,18,16,45,18,Right,6'3
71,75,€4K,74,65,176lbs,€2.1M,25,64,64,74,53,Right,6'1
68,59,€10K,76,58,150lbs,€1.3M,21,72,76,68,63,Left,5'7
66,56,€7K,75,51,150lbs,€975K,21,66,70,51,71,Left,5'10
54,38,€1K,68,48,163lbs,€130K,19,55,50,63,39,Right,5'11
58,64,€500,58,45,132lbs,€130K,30,54,57,52,40,Right,5'11
65,54,€3K,65,70,163lbs,€400K,28,62,61,75,55,Right,5'10
75,38,€15K,82,78,168lbs,€5M,22,73,66,71,53,Right,6'0
78,75,€30K,78,77,181lbs,€6.5M,28,78,71,76,73,Right,6'0
53,11,€1K,65,42,185lbs,€80K,18,21,16,21,36,Right,6'2
65,25,€10K,67,59,170lbs,€525K,26,57,27,67,35,Left,5'11
56,63,€2K,70,37,154lbs,€190K,17,61,60,46,49,Left,6'1
70,31,€10K,74,63,185lbs,€1.5M,23,55,58,68,40,Right,6'2
64,58,€2K,72,53,159lbs,€650K,22,68,65,55,67,Right,5'11
58,54,€500,66,52,168lbs,€200K,20,57,52,65,51,Right,6'2
71,30,€15K,72,71,163lbs,€1.5M,26,70,57,65,53,Left,5'11
65,18,€2K,77,54,152lbs,€750K,19,11,16,34,50,Right,5'11
59,6,€1K,62,42,159lbs,€160K,25,14,11,26,30,Right,5'10
55,51,€2K,67,51,183lbs,€150K,19,59,57,60,59,Left,6'1
58,22,€1K,68,47,165lbs,€190K,20,62,48,63,33,Right,5'9
70,68,€30K,70,67,141lbs,€1.1M,32,72,71,61,70,Left,5'6
73,72,€9K,73,71,174lbs,€3M,27,64,66,78,58,Right,6'1
70,42,€6K,73,65,174lbs,€1.4M,25,67,68,81,59,Right,6'2
58,22,€1K,64,54,152lbs,€160K,20,44,35,64,29,Right,5'10
60,59,€2K,65,59,154lbs,€250K,23,53,56,63,62,Right,5'9
74,74,€20K,83,66,141lbs,€5.5M,21,79,80,80,68,Right,5'7
67,63,€5K,77,61,159lbs,€1.2M,20,71,74,66,60,Left,5'8
69,60,€15K,69,59,161lbs,€1M,27,67,68,71,66,Right,5'10
64,18,€3K,70,60,172lbs,€500K,24,51,41,69,31,Left,6'5
72,73,€15K,72,76,174lbs,€2.2M,27,66,64,75,59,Right,6'2
67,59,€15K,67,63,137lbs,€550K,28,66,69,80,54,Right,5'10
64,8,€3K,68,59,181lbs,€475K,25,23,12,43,39,Right,6'3
70,62,€7K,70,74,159lbs,€1.1M,31,70,65,55,74,Left,5'9
65,46,€4K,65,54,137lbs,€550K,27,65,67,74,63,Left,5'6
45,11,€2K,45,38,170lbs,€6K,46,22,11,32,17,Right,6'1
73,82,€20K,73,73,185lbs,€2.5M,31,65,53,67,54,Right,6'0
67,56,€9K,75,63,154lbs,€925K,20,68,66,77,49,Left,5'8
65,51,€2K,75,62,159lbs,€850K,21,58,62,81,65,Right,5'11
75,56,€20K,75,68,172lbs,€3.1M,29,67,51,69,53,Right,6'1
75,70,€9K,79,67,159lbs,€5.5M,23,71,79,68,66,Right,5'10
70,40,€20K,70,65,181lbs,€1.1M,26,70,72,73,50,Left,6'0
72,29,€3K,79,65,161lbs,€2.6M,22,60,54,60,45,Left,5'11
65,33,€2K,73,59,176lbs,€675K,23,41,34,68,26,Right,6'2
72,52,€8K,72,65,159lbs,€1.6M,29,71,70,81,46,Left,5'8
66,61,€4K,68,61,161lbs,€750K,25,67,65,70,66,Left,5'10
74,43,€20K,74,69,148lbs,€2.4M,30,69,65,83,58,Right,5'9
55,21,€2K,65,40,196lbs,€100K,18,50,36,53,36,Left,6'4
62,56,€4K,73,51,152lbs,€475K,20,73,69,54,51,Right,5'9
61,20,€1K,69,62,159lbs,€300K,20,50,41,68,33,Right,6'0
63,44,€3K,67,60,148lbs,€450K,22,64,62,76,60,Right,5'7
75,59,€15K,78,67,150lbs,€4.2M,25,75,68,83,50,Left,5'10
68,21,€10K,78,67,192lbs,€1.2M,20,57,45,59,42,Right,6'3
69,67,€8K,74,66,172lbs,€1.3M,23,70,73,62,59,Right,5'11
64,64,€4K,73,60,170lbs,€675K,21,63,61,60,54,Right,5'9
61,40,€1K,61,56,176lbs,€230K,27,60,53,76,60,Right,5'11
59,45,€500,59,59,148lbs,€120K,28,57,62,62,55,Left,5'8
69,64,€5K,69,67,154lbs,€775K,32,69,63,60,71,Right,5'8
69,35,€4K,76,58,190lbs,€1.2M,21,54,60,62,34,Left,6'3
64,32,€4K,77,55,168lbs,€625K,18,53,48,74,52,Left,6'2
66,65,€15K,66,60,187lbs,€675K,26,70,68,74,65,Right,6'6
62,40,€1K,68,58,143lbs,€325K,22,61,63,72,53,Left,5'11
72,18,€15K,72,73,174lbs,€1.4M,34,17,14,41,44,Right,6'4
53,41,€2K,60,53,137lbs,€80K,22,58,60,48,45,Left,5'6
73,65,€8K,79,67,161lbs,€3.9M,21,74,73,81,71,Right,5'11
69,13,€6K,75,73,185lbs,€1.2M,24,22,14,34,48,Right,6'2
75,62,€10K,76,72,181lbs,€3.9M,25,75,74,83,67,Left,6'1
60,31,€2K,64,51,165lbs,€200K,24,64,61,70,51,Right,5'10
70,49,€9K,71,69,194lbs,€1.2M,27,71,67,71,64,Right,6'0
62,63,€3K,62,65,174lbs,€170K,33,61,63,62,52,Right,6'2
56,14,€1K,68,54,154lbs,€160K,21,20,16,22,15,Left,5'10
66,31,€8K,66,63,170lbs,€450K,29,58,67,82,46,Right,5'10
57,58,€3K,77,59,157lbs,€230K,17,58,60,60,49,Left,5'11
71,57,€6K,74,69,161lbs,€1.7M,24,69,74,85,72,Left,5'11
70,56,€7K,74,66,187lbs,€1.5M,24,58,54,69,49,Right,6'2
64,20,€1K,70,61,168lbs,€500K,22,17,11,33,21,Left,6'0
72,74,€15K,72,71,194lbs,€2M,30,70,65,72,60,Left,6'5
82,59,€120K,82,85,163lbs,€6M,34,80,71,69,85,Right,6'2
64,26,€2K,64,62,181lbs,€350K,27,55,47,74,59,Right,5'11
58,55,€2K,58,57,161lbs,€120K,31,63,60,76,61,Right,5'9
68,53,€2K,68,63,154lbs,€925K,26,66,68,68,73,Right,5'7
73,38,€20K,74,69,163lbs,€2.7M,27,67,49,73,63,Right,6'0
64,58,€4K,73,63,176lbs,€675K,21,64,63,81,57,Right,6'0
70,57,€10K,70,67,170lbs,€1.3M,27,69,72,83,69,Right,6'0
69,69,€5K,74,71,159lbs,€1.4M,24,69,70,72,55,Right,5'10
71,73,€20K,71,72,170lbs,€1.5M,30,71,71,80,60,Right,6'0
68,32,€4K,75,58,146lbs,€1.1M,22,53,46,68,33,Right,5'11
71,15,€10K,73,70,203lbs,€1.6M,27,25,15,39,51,Right,6'5
67,68,€6K,74,66,174lbs,€1M,21,64,59,75,57,Right,6'6
60,25,€5K,77,53,141lbs,€350K,19,55,57,68,38,Right,5'9
59,64,€2K,68,54,163lbs,€220K,19,57,51,55,56,Right,5'11
76,66,€0,76,75,165lbs,€0,31,77,83,64,75,Right,5'8
55,27,€500,56,50,159lbs,€80K,26,48,51,49,51,Left,5'10
63,65,€1K,76,59,170lbs,€600K,19,66,60,60,46,Left,6'0
63,60,€2K,69,55,161lbs,€450K,23,60,62,53,49,Right,6'0
83,60,€100K,83,81,194lbs,€17.5M,29,74,70,79,65,Left,6'2
59,26,€5K,71,56,172lbs,€210K,18,38,36,51,35,Right,6'1
61,53,€2K,61,56,163lbs,€160K,30,60,58,80,43,Right,5'10
67,23,€6K,78,63,170lbs,€1M,19,52,28,73,30,Right,5'11
52,37,€4K,70,50,154lbs,€100K,18,56,53,53,49,Right,5'11
58,59,€5K,68,53,126lbs,€220K,20,61,58,68,46,Right,5'7
71,48,€15K,74,67,181lbs,€1.8M,24,59,56,66,56,Right,6'3
66,52,€3K,68,63,174lbs,€625K,25,62,58,75,56,Right,6'0
74,32,€10K,76,73,174lbs,€3.4M,25,64,60,77,60,Right,5'11
64,26,€5K,84,56,165lbs,€750K,17,45,36,63,38,Left,6'3
71,54,€10K,75,60,165lbs,€1.8M,25,67,66,79,63,Right,5'11
57,54,€2K,70,52,143lbs,€200K,18,57,58,62,43,Right,5'10
66,50,€5K,71,65,172lbs,€825K,22,64,69,70,54,Right,5'7
62,22,€4K,64,57,174lbs,€275K,26,33,35,61,39,Right,6'1
63,30,€3K,66,63,154lbs,€350K,25,63,44,76,54,Left,5'9
68,42,€5K,68,70,157lbs,€550K,31,61,59,81,63,Right,5'10
60,29,€1K,72,53,168lbs,€300K,20,35,56,71,39,Right,5'8
62,59,€2K,62,61,165lbs,€300K,26,64,58,65,59,Right,5'9
62,25,€1K,72,57,154lbs,€400K,20,52,56,69,45,Left,5'9
73,41,€20K,76,68,176lbs,€2.9M,25,73,75,87,68,Right,6'0
69,65,€9K,74,59,163lbs,€1.4M,23,73,74,68,66,Right,6'0
82,42,€90K,84,77,187lbs,€20M,26,75,63,77,71,Right,6'1
56,15,€500,75,53,190lbs,€180K,18,14,13,26,25,Right,6'2
70,48,€5K,75,57,154lbs,€1.5M,23,64,60,72,43,Right,5'6
56,15,€1K,61,54,172lbs,€120K,24,17,16,27,35,Right,6'1
64,22,€2K,64,58,157lbs,€300K,30,51,41,72,39,Right,5'10
66,24,€4K,67,64,170lbs,€600K,26,47,22,64,22,Right,6'2
63,39,€3K,63,51,165lbs,€250K,29,55,60,80,52,Left,6'0
70,28,€15K,81,57,196lbs,€1.8M,19,67,52,65,34,Right,6'0
70,65,€8K,71,67,132lbs,€1.5M,25,70,70,73,60,Left,5'8
61,57,€3K,70,59,176lbs,€350K,21,60,63,60,57,Left,6'0
83,73,€120K,88,79,152lbs,€31.5M,21,84,86,75,76,Right,5'7
60,32,€1K,68,56,154lbs,€210K,19,53,61,56,47,Left,5'9
75,13,€20K,75,74,183lbs,€3.1M,32,24,14,38,47,Right,6'3
64,44,€4K,65,63,183lbs,€400K,27,58,55,76,49,Right,5'11
51,5,€500,71,45,165lbs,€70K,17,18,5,25,34,Right,6'1
65,20,€2K,79,63,165lbs,€1.1M,20,19,19,32,47,Left,6'5
64,11,€5K,66,59,179lbs,€425K,25,30,23,31,12,Right,6'3
62,41,€1K,62,52,172lbs,€160K,32,62,60,60,59,Right,5'11
62,16,€3K,62,52,179lbs,€240K,28,30,21,55,59,Right,6'1
60,40,€1K,69,58,152lbs,€250K,20,58,61,51,42,Left,5'7
63,21,€5K,73,55,187lbs,€475K,22,20,15,30,22,Left,6'6
67,64,€8K,70,64,170lbs,€900K,23,63,68,85,55,Right,5'6
61,54,€4K,67,47,143lbs,€300K,23,63,66,52,50,Right,5'7
60,5,€3K,73,48,172lbs,€325K,20,17,8,32,36,Right,6'0
66,67,€5K,80,61,159lbs,€1.2M,18,68,71,75,52,Right,5'8
79,77,€60K,84,77,163lbs,€13.5M,22,79,78,76,77,Left,6'0
68,63,€6K,77,67,165lbs,€1.3M,21,71,71,77,69,Right,5'10
73,69,€0,74,72,165lbs,€0,26,74,75,79,71,Right,5'7
70,63,€3K,80,64,159lbs,€2M,19,73,72,76,69,Right,5'11
59,48,€1K,66,50,159lbs,€190K,21,47,55,72,50,Left,5'9
57,40,€4K,57,40,159lbs,€110K,24,64,53,41,43,Right,5'11
71,70,€30K,77,69,183lbs,€2.3M,21,68,67,61,52,Right,6'0
67,43,€6K,67,63,168lbs,€400K,32,64,60,70,55,Left,6'1
70,14,€10K,77,63,187lbs,€1.6M,22,35,18,37,41,Right,6'2
