Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,PreferredFoot,Height
66,22,13,66,62,29,95,35,21,23,20,36,1,11
74,63,14,74,73,19,80,28,73,71,91,66,1,7
68,62,35,76,60,6,3,21,68,68,62,67,0,4
71,66,25,83,70,18,47,19,73,69,74,72,1,1
65,57,29,76,59,19,161,20,68,69,60,62,1,9
72,72,37,88,64,25,103,18,71,69,72,54,1,8
77,19,30,77,76,39,122,32,62,58,73,49,1,10
85,82,12,89,79,20,117,24,91,90,71,84,1,8
67,20,19,68,60,24,144,28,23,18,35,39,1,13
65,11,17,65,64,28,115,31,33,12,30,63,1,9
74,69,2,75,70,11,87,25,82,80,75,72,1,5
70,13,2,70,64,21,158,34,15,13,32,24,0,9
59,47,13,68,53,17,65,20,57,56,63,58,1,8
60,62,13,67,57,18,65,19,61,64,66,46,1,0
60,36,13,77,55,25,95,19,58,56,64,40,1,0
64,39,17,70,62,19,125,24,63,55,75,48,1,8
65,8,17,70,68,21,132,25,13,7,20,48,1,9
62,65,25,62,60,29,62,32,60,51,67,50,1,10
52,32,26,60,49,21,126,17,45,38,48,35,1,8
60,34,25,72,58,25,88,20,58,50,59,49,1,12
62,57,22,65,62,14,88,23,64,67,44,60,1,1
75,67,37,75,79,21,104,25,78,79,79,70,1,8
68,44,31,74,61,16,41,23,55,49,72,39,1,9
52,63,13,67,51,12,11,18,47,43,59,45,1,6
65,29,22,65,66,24,27,34,64,59,77,50,0,7
70,18,31,70,65,24,150,35,21,11,35,29,1,9
64,31,17,65,61,9,111,25,66,60,72,47,1,6
67,67,25,67,62,21,150,26,64,59,85,43,1,9
69,64,8,75,66,20,4,22,70,73,70,60,1,8
63,55,22,68,56,32,118,24,67,64,75,61,1,10
59,31,13,72,54,22,74,20,53,40,63,30,0,11
66,49,0,66,68,16,0,29,64,46,76,63,1,8
51,6,13,66,40,16,145,17,20,17,17,23,1,8
67,54,2,79,74,14,3,21,78,77,54,44,0,0
61,40,17,62,46,23,68,25,60,62,72,57,1,9
66,22,17,80,62,17,1,18,56,51,70,52,1,9
65,32,17,69,59,34,132,22,53,43,61,43,0,12
69,22,35,71,56,34,41,26,49,32,63,23,0,12
65,35,35,70,58,11,136,24,61,61,86,36,1,1
76,75,14,76,78,22,134,28,81,76,73,74,0,9
66,61,17,66,70,23,56,35,72,70,52,73,1,1
72,69,14,75,71,23,48,25,71,74,73,72,1,11
68,29,2,76,62,25,1,22,50,43,59,30,0,10
70,40,19,70,70,16,41,28,56,68,80,62,0,1
47,34,26,63,50,18,137,18,28,48,52,40,1,0
65,12,17,71,55,21,138,24,11,13,30,50,1,1
73,51,14,73,75,28,7,32,74,59,89,67,1,1
48,6,26,63,39,24,137,17,13,5,25,30,1,0
65,47,17,65,58,23,118,26,64,49,81,57,1,9
58,31,22,58,57,20,15,27,41,43,64,35,1,9
70,16,2,70,69,22,165,29,68,65,66,63,1,9
70,71,14,71,62,21,6,26,74,77,65,67,0,0
66,59,22,66,65,31,0,37,60,62,48,53,1,12
68,55,22,72,63,8,1,22,76,73,72,69,1,1
67,58,31,67,66,16,118,33,64,65,59,59,1,6
72,62,19,72,67,26,7,31,69,71,79,72,0,9
51,20,26,64,42,22,137,17,29,31,63,34,1,1
70,61,2,70,67,28,3,27,71,76,68,66,1,0
56,56,17,70,47,14,56,19,56,62,60,52,1,6
65,9,25,65,55,26,115,30,22,8,33,26,1,9
70,15,22,74,63,29,4,25,23,10,43,34,1,11
62,22,13,62,50,31,162,34,43,19,32,31,1,11
63,64,22,65,60,22,111,25,66,70,73,63,1,8
59,60,17,68,49,25,68,22,52,51,84,42,1,1
74,68,14,74,67,23,83,25,75,83,65,74,0,8
66,45,26,66,74,26,130,24,55,45,87,73,0,10
68,32,35,68,63,16,121,32,63,57,68,39,1,0
66,62,35,75,66,30,165,22,67,69,74,66,1,16
58,61,22,75,60,9,74,18,54,66,51,58,1,7
61,50,17,78,52,24,115,18,65,67,57,48,0,0
78,33,23,79,67,23,159,26,73,64,68,63,1,1
64,36,17,66,45,30,118,24,55,54,72,53,1,11
63,63,26,63,69,29,93,30,54,52,64,47,0,11
68,52,33,68,66,22,144,27,66,65,75,58,1,0
65,38,25,68,57,16,130,26,57,58,64,47,1,7
66,52,29,66,66,25,132,29,67,56,82,68,1,8
68,51,2,77,65,19,2,21,68,68,68,68,1,0
63,64,17,69,48,23,121,22,57,62,55,49,1,9
62,28,13,74,49,16,118,20,57,59,71,45,1,1
57,48,13,64,61,18,31,22,62,57,50,54,0,9
69,71,31,78,60,21,6,21,73,74,56,61,1,1
58,12,13,58,63,25,137,36,19,15,34,36,1,9
68,64,2,70,63,40,1,25,70,59,78,48,1,16
72,58,17,72,72,21,147,35,75,70,55,75,0,0
68,58,29,73,62,16,1,22,66,68,79,62,1,8
56,28,22,71,60,19,37,18,41,63,59,41,1,1
67,66,25,67,62,29,140,30,70,65,77,70,0,9
70,62,31,71,75,22,5,25,65,64,92,65,1,9
70,12,22,70,64,26,158,34,20,11,36,45,1,11
74,38,14,83,70,29,107,20,74,72,79,68,1,10
68,55,29,68,63,21,125,32,61,62,78,70,1,9
73,55,8,73,68,20,43,32,75,69,75,73,1,1
62,50,13,76,51,19,132,19,58,64,75,58,0,8
71,48,35,71,67,19,41,31,71,68,71,65,0,9
63,60,13,63,57,21,93,28,65,65,79,63,1,9
70,63,8,74,67,29,7,23,70,75,65,59,1,0
62,48,25,62,69,17,56,29,62,58,73,55,0,1
66,63,31,68,67,26,153,24,60,54,64,54,1,11
69,71,25,75,67,19,4,23,69,67,80,60,1,1
70,48,2,71,63,32,3,26,64,67,88,56,1,11
74,30,27,75,67,29,79,27,63,33,71,51,1,13
64,36,17,68,62,29,121,24,64,59,81,62,1,10
63,56,29,75,64,18,136,20,66,67,62,45,0,0
71,14,2,71,67,26,2,32,20,15,33,45,1,11
65,38,22,68,53,20,130,24,56,53,74,59,1,9
71,32,26,71,78,20,5,24,62,48,83,47,1,8
66,50,25,66,64,30,132,29,65,63,84,61,1,10
62,53,17,62,61,19,69,36,67,62,39,55,0,0
60,63,17,70,52,16,74,19,60,62,54,48,1,0
74,41,2,75,67,24,79,27,59,48,65,29,1,10
64,31,22,68,56,18,121,24,57,41,77,43,0,1
64,64,37,67,61,8,132,24,71,75,61,64,0,7
64,41,22,65,59,21,111,25,54,58,64,42,1,9
69,67,31,70,63,23,3,24,70,71,62,64,1,10
65,61,22,65,64,25,118,31,60,56,66,56,1,9
71,14,2,71,72,21,74,43,23,12,41,40,1,7
65,54,22,65,64,17,98,29,67,70,69,59,1,0
75,59,25,75,73,26,48,31,70,65,73,70,1,10
67,64,25,70,67,27,164,24,61,56,63,59,1,9
74,26,23,79,66,33,86,22,69,68,88,58,0,12
65,67,17,75,64,8,140,17,69,70,48,56,1,7
63,66,13,77,52,26,139,18,61,63,53,45,1,12
68,34,33,70,57,25,158,25,53,33,60,36,1,13
60,61,25,68,55,13,62,18,57,58,41,52,1,0
65,62,25,71,58,23,149,21,63,68,67,54,0,12
80,73,19,80,73,32,25,29,83,79,70,76,1,10
70,39,8,73,69,18,4,24,64,67,82,54,1,9
67,56,22,75,53,16,1,21,70,71,73,64,1,6
66,68,17,80,64,30,2,18,66,66,82,64,1,14
69,25,31,74,60,31,2,22,65,61,68,31,0,11
63,44,22,63,71,16,74,31,61,64,91,64,1,8
78,74,17,82,70,16,16,23,79,80,71,76,1,9
63,58,29,63,60,18,88,30,63,60,77,66,1,0
63,25,25,63,62,20,62,30,66,63,75,42,1,10
69,44,2,69,70,24,150,28,71,68,83,76,1,8
62,14,17,63,60,30,74,25,12,14,22,41,1,10
80,69,19,80,82,20,25,27,81,80,90,80,1,1
69,34,22,69,63,23,88,34,66,64,64,53,1,9
54,25,26,66,47,16,11,18,41,28,62,34,1,9
71,69,2,71,70,19,8,26,79,76,66,60,1,8
68,15,33,71,62,25,157,27,22,14,25,36,1,12
65,58,22,78,60,23,163,19,67,66,58,52,1,9
50,32,26,65,41,18,137,17,46,49,33,49,1,8
74,13,19,74,65,37,46,32,19,16,24,35,1,13
60,64,25,74,59,21,95,17,56,56,52,46,1,12
70,36,0,71,66,22,0,27,46,58,66,56,1,10
63,52,17,63,62,23,62,30,60,53,72,47,0,9
67,48,29,71,69,16,153,24,66,64,67,61,1,8
72,58,8,72,71,19,7,32,75,75,64,76,1,8
70,64,33,70,63,28,4,26,70,72,66,67,0,8
63,59,17,63,64,24,95,26,63,62,73,60,0,10
64,25,17,65,60,20,118,24,50,48,65,43,1,11
70,49,31,70,59,25,158,31,62,54,74,58,0,11
77,63,14,86,77,13,10,20,78,67,68,78,1,0
67,49,33,72,61,18,164,23,68,67,58,68,1,7
77,58,32,77,80,18,123,31,77,76,86,75,1,7
80,52,19,80,81,23,152,32,78,76,81,80,1,8
68,21,2,68,63,15,121,32,67,66,65,58,1,8
71,49,8,72,71,24,6,26,70,59,60,64,1,11
72,53,35,72,69,18,2,32,73,68,75,59,1,8
61,48,25,67,43,21,74,23,55,53,83,59,1,1
72,63,19,72,73,21,78,29,76,73,64,74,1,1
62,42,25,68,57,20,98,23,62,61,61,63,0,0
66,22,13,73,53,21,149,23,59,56,78,48,1,10
76,27,19,77,70,28,108,28,53,44,64,45,0,13
82,14,27,82,77,32,33,28,12,13,28,44,1,11
69,36,35,74,60,25,2,22,46,40,71,40,1,13
75,30,14,83,71,22,134,22,72,62,89,54,1,9
66,55,22,73,60,9,158,20,68,68,79,55,0,6
79,12,14,83,75,31,16,25,34,15,44,57,1,11
53,8,13,66,40,22,162,18,16,8,24,37,1,10
54,40,13,64,44,17,11,17,51,50,62,54,1,8
55,37,22,62,62,26,15,24,60,54,62,59,1,8
70,70,8,70,63,27,4,27,70,61,66,59,0,11
71,61,29,72,68,15,9,25,72,69,92,67,0,6
75,64,23,75,70,37,82,31,77,77,75,74,1,13
57,11,13,63,51,37,24,24,19,10,34,49,1,14
72,49,14,75,70,18,43,24,70,70,79,53,0,6
59,15,22,65,56,22,39,23,20,13,24,23,1,1
64,27,25,71,56,14,127,22,56,48,69,32,1,8
70,19,2,70,65,23,41,29,66,64,74,59,1,9
60,47,17,67,58,21,68,22,66,53,67,55,1,1
61,26,0,70,58,20,0,22,42,28,63,35,1,11
64,56,25,64,65,23,115,28,66,68,71,67,1,0
70,25,14,76,57,33,6,24,52,47,70,49,0,15
66,19,22,66,77,25,125,30,16,11,34,30,1,12
76,71,27,76,78,19,134,29,78,77,68,74,0,9
63,53,17,64,62,17,98,25,56,65,71,58,0,1
60,46,22,72,61,8,74,18,64,65,57,55,1,4
60,16,13,70,50,21,65,19,42,39,55,27,1,10
60,36,13,68,49,23,65,22,44,42,62,31,1,12
68,16,14,68,67,32,147,29,15,11,38,14,1,12
61,26,17,74,53,27,111,20,51,44,68,31,1,14
72,72,8,72,72,17,45,24,74,75,55,53,1,9
69,48,31,79,68,16,4,20,66,69,76,55,1,8
65,59,25,65,73,24,111,28,62,64,75,68,1,0
69,42,2,72,68,25,1,25,56,44,71,59,1,9
66,47,22,69,65,15,153,24,68,70,64,71,0,7
75,60,14,78,74,16,134,24,76,77,74,62,1,8
73,76,0,73,69,26,0,28,69,69,76,61,1,10
70,55,35,75,66,19,8,23,73,66,58,78,0,0
58,19,17,76,57,26,62,18,24,18,28,27,1,11
65,67,2,66,56,32,138,26,62,61,64,44,1,10
63,59,13,68,49,22,118,23,64,65,66,59,1,1
62,55,17,65,62,19,95,25,63,51,90,56,1,9
65,33,22,70,60,11,136,24,63,65,82,41,0,8
63,23,25,69,48,23,111,22,46,35,56,24,1,10
73,38,23,73,69,23,44,27,67,68,76,54,1,10
64,38,17,66,51,14,127,24,66,63,75,61,0,6
70,68,25,77,63,21,9,22,68,68,77,56,1,11
71,25,13,75,58,28,8,25,56,47,66,42,1,12
61,41,13,69,51,13,88,19,63,63,70,55,0,7
69,30,29,78,63,12,4,21,73,70,73,43,0,7
71,14,33,75,69,24,8,25,12,20,43,37,0,13
74,11,8,74,78,17,48,31,13,14,38,58,0,10
65,45,17,74,63,21,153,21,66,68,78,63,1,9
60,27,13,66,52,17,59,23,60,65,62,45,1,8
60,14,13,70,46,20,65,19,16,19,40,36,1,13
67,61,29,67,61,11,147,27,61,65,74,61,1,8
86,63,6,89,84,22,114,24,83,79,87,78,0,1
53,5,26,65,51,28,154,18,12,10,23,28,1,12
48,34,13,65,45,23,137,18,47,45,64,49,1,10
82,23,19,82,78,25,30,30,23,15,33,47,1,12
70,36,14,73,69,26,4,25,72,74,77,64,0,1
62,9,17,70,59,25,95,21,11,10,26,26,1,10
65,58,25,75,58,28,149,19,68,70,53,55,0,7
63,36,17,68,58,15,98,22,67,61,58,65,0,9
70,66,25,71,64,24,5,25,68,69,74,63,0,10
68,33,8,74,60,20,41,23,64,67,69,47,0,9
64,26,22,70,56,25,125,24,48,41,62,36,1,13
56,21,25,77,45,12,39,17,51,55,69,30,0,0
62,35,22,67,66,14,93,22,45,34,64,26,1,9
51,51,17,65,47,19,154,17,43,39,58,43,1,0
54,58,22,60,51,19,162,19,54,51,51,53,1,0
64,51,8,77,62,17,144,18,63,65,72,60,1,0
61,37,13,75,60,27,115,16,68,59,65,67,1,9
72,77,2,76,64,30,49,23,73,60,80,52,1,15
62,39,25,69,58,11,111,23,63,62,34,58,1,0
70,70,31,70,68,23,4,27,67,63,70,58,1,1
61,47,29,64,55,17,74,25,64,59,70,57,1,8
79,28,27,79,78,23,159,28,68,39,69,45,1,11
63,22,17,66,56,16,95,25,61,62,65,43,1,8
61,34,17,80,53,23,111,18,55,47,64,49,1,9
67,41,25,67,62,23,130,28,63,55,77,57,1,10
79,81,7,85,86,17,23,22,79,72,66,63,1,8
66,17,22,66,63,20,125,27,56,40,59,32,1,1
77,56,32,77,77,10,123,28,77,66,85,71,1,0
62,39,17,62,72,14,62,27,69,67,40,41,0,0
75,75,8,75,79,19,102,28,76,71,64,64,1,8
66,64,29,67,58,24,147,26,67,66,61,53,1,1
60,36,17,75,47,28,95,19,60,52,58,53,1,12
69,63,37,72,65,18,3,24,72,70,73,63,1,0
81,35,30,81,73,27,16,31,59,46,75,28,1,12
55,58,17,72,54,12,34,17,48,57,59,45,1,8
62,34,17,68,56,14,93,23,58,55,75,49,1,0
72,55,14,75,68,12,48,24,73,75,78,66,1,4
66,35,17,66,65,17,118,30,66,53,70,60,1,0
66,56,17,66,65,22,138,27,66,60,70,66,1,11
63,33,22,63,59,25,11,34,39,36,57,35,1,10
60,32,22,60,56,24,37,28,64,42,66,62,1,1
64,31,2,72,51,31,130,23,59,38,55,49,0,11
64,30,25,70,59,24,125,23,58,50,68,43,1,9
74,44,2,74,69,22,125,35,69,61,65,52,0,9
64,26,22,64,60,16,65,32,60,48,77,56,1,10
76,77,14,76,79,26,123,27,78,73,83,75,1,10
69,56,35,69,63,12,41,28,71,75,70,73,1,8
63,65,22,68,55,13,118,24,64,66,75,54,0,7
72,58,33,72,63,8,78,28,70,78,81,67,1,6
76,59,14,81,72,21,142,22,76,70,78,69,1,9
77,65,19,85,72,18,160,19,79,80,77,77,1,1
67,58,2,67,68,13,144,28,67,60,73,67,1,7
65,45,33,65,55,16,111,29,61,60,67,46,0,0
55,45,0,60,48,13,0,23,56,54,61,48,1,7
50,40,13,67,47,20,145,18,58,56,46,53,1,0
63,11,17,67,48,24,98,24,44,37,50,37,1,13
56,40,26,63,48,14,27,21,55,53,59,57,1,8
70,33,14,70,63,29,158,31,48,23,71,48,1,1
74,69,14,74,79,29,82,27,70,72,90,69,1,10
68,61,29,72,65,19,1,24,70,71,67,64,1,8
70,68,37,70,65,17,2,31,74,75,56,71,1,5
58,38,0,58,52,14,0,28,49,43,63,42,1,1
72,41,14,79,68,25,46,21,66,66,78,60,1,1
69,28,22,79,73,25,4,20,66,53,78,58,1,1
76,78,8,77,76,29,135,25,59,58,88,70,1,10
67,71,14,67,64,27,147,28,58,51,58,55,1,11
72,20,2,78,68,29,46,22,63,57,73,51,1,11
56,52,26,57,46,12,18,26,56,56,63,53,1,8
58,17,13,66,53,23,34,23,16,8,33,14,1,12
63,53,17,63,63,12,34,34,64,65,42,66,1,0
60,27,13,60,56,19,24,29,48,40,72,48,1,7
72,69,25,72,70,14,4,33,69,72,72,72,0,6
63,25,26,75,52,24,115,17,52,24,66,26,0,11
79,80,19,80,77,26,19,26,79,79,82,71,1,0
52,20,13,60,48,20,137,20,16,11,38,37,1,9
70,33,29,71,74,21,3,25,58,62,92,65,1,8
68,62,31,69,68,17,165,25,69,68,48,69,0,8
73,27,14,77,64,21,80,24,69,56,78,50,1,8
70,53,8,75,69,20,8,22,70,69,82,51,1,7
54,33,26,60,47,16,11,23,47,53,64,48,1,7
61,26,25,68,51,23,74,22,65,63,68,37,1,1
66,37,22,66,61,19,115,30,60,59,70,55,0,0
61,49,35,71,59,10,93,19,68,63,47,63,1,0
59,60,17,69,52,16,62,19,58,52,55,51,1,8
71,47,8,74,69,21,7,26,58,53,83,58,1,1
59,17,17,59,46,24,126,34,26,22,87,30,1,1
69,42,2,69,62,16,147,30,63,65,71,53,0,1
60,25,25,71,57,18,74,21,53,56,61,40,1,0
72,68,35,72,47,17,59,37,84,71,55,77,1,7
69,39,33,78,68,30,2,19,71,61,76,64,1,11
71,65,23,71,70,6,5,29,70,66,89,71,1,6
65,61,22,71,65,9,147,22,64,68,70,55,1,5
64,60,0,64,60,15,0,26,63,61,67,66,0,1
57,25,26,66,50,25,21,18,35,36,67,35,1,10
71,62,2,71,67,16,6,28,70,72,78,69,0,6
61,44,22,61,61,16,15,34,63,54,79,59,1,1
77,71,32,83,77,19,160,21,76,79,72,69,1,8
54,40,17,61,59,16,11,20,61,65,32,56,0,0
65,39,17,65,48,32,98,30,50,30,55,41,1,11
71,72,33,74,72,27,42,23,65,67,74,68,1,9
79,14,19,79,81,32,152,30,31,12,32,45,1,13
76,69,37,85,74,12,159,21,78,82,76,69,0,8
71,65,19,71,67,22,6,28,72,67,82,72,1,0
59,53,17,69,46,15,68,21,57,62,58,53,1,8
59,8,22,65,50,22,39,24,16,12,36,12,1,12
67,44,29,67,48,25,130,28,63,56,61,39,1,9
78,29,19,78,67,25,135,28,63,47,76,30,1,10
65,25,22,75,57,10,149,21,66,60,67,47,1,0
68,27,31,68,61,20,98,33,55,46,57,34,1,10
59,59,29,76,59,16,88,18,58,53,56,57,1,9
62,28,13,72,57,25,93,18,50,37,56,39,1,1
63,42,13,68,54,19,118,22,66,63,71,63,1,5
82,69,32,82,84,20,36,29,82,80,78,83,1,7
60,47,17,76,47,16,95,17,62,63,77,49,1,8
75,28,14,78,73,25,104,25,69,59,66,57,0,11
73,70,8,76,74,9,85,25,78,77,83,64,1,8
71,29,19,71,67,19,3,28,61,60,68,56,1,8
76,76,27,77,68,23,142,26,72,77,76,55,1,11
75,16,19,77,76,26,102,28,24,15,31,57,1,11
55,51,17,55,59,16,96,35,57,54,53,56,1,8
77,34,23,80,74,28,143,23,61,55,67,42,1,10
63,43,17,63,61,37,74,28,56,51,65,45,0,11
60,17,13,60,55,35,89,38,23,17,29,35,1,13
72,72,14,78,69,29,50,22,75,73,71,63,1,11
70,60,8,70,70,27,165,29,67,68,85,65,1,11
66,52,37,66,61,28,111,31,66,59,70,45,1,13
72,54,25,79,73,14,50,21,77,75,77,76,1,6
70,35,14,78,68,16,7,21,68,66,78,50,1,11
50,60,17,65,45,19,145,17,47,38,56,49,1,9
63,55,13,71,54,10,125,20,65,65,68,60,0,6
64,26,17,66,56,32,118,24,46,31,54,39,1,13
66,62,29,66,50,21,121,32,74,75,71,66,0,1
67,42,17,75,56,11,163,21,68,60,80,66,1,0
58,18,13,63,49,29,27,23,26,18,22,29,1,11
67,63,31,70,55,21,161,24,67,73,65,58,1,1
61,16,26,72,54,27,95,21,42,32,58,28,1,11
79,25,32,81,76,24,13,26,58,54,68,30,1,9
68,54,2,68,73,18,74,34,72,67,53,59,1,7
65,53,37,66,60,16,125,25,66,63,81,51,0,0
65,18,17,77,57,27,157,20,40,22,54,34,1,9
70,71,35,73,67,34,7,25,71,70,71,57,1,9
60,59,17,64,64,16,68,21,66,57,66,58,1,8
64,59,2,64,57,11,115,27,63,65,60,65,0,7
76,71,14,82,76,13,151,22,74,79,74,74,1,7
61,62,13,67,56,32,93,20,58,57,57,39,1,11
63,28,29,82,52,31,132,18,45,34,76,29,1,13
73,56,14,79,66,23,82,23,68,68,75,67,0,11
66,66,22,66,72,14,132,30,64,61,71,63,1,6
75,20,8,75,60,35,144,35,44,30,34,24,1,12
66,60,29,66,65,21,138,27,67,70,81,67,1,9
72,33,2,77,66,21,45,22,69,65,67,49,0,9
68,41,31,80,58,10,4,19,73,67,71,70,1,8
65,40,22,68,62,18,127,25,58,63,62,50,1,10
67,28,2,67,61,16,130,29,60,59,70,51,1,1
65,15,31,65,62,32,118,28,15,17,13,37,1,11
64,58,22,64,67,18,74,33,66,67,55,71,1,0
69,11,29,69,64,35,136,35,29,14,32,29,1,13
67,59,2,84,56,18,4,18,69,61,53,67,0,1
70,66,35,78,69,10,7,22,72,71,78,69,1,6
73,21,29,76,70,26,79,23,52,40,70,25,1,11
69,61,35,69,64,17,41,27,62,70,91,60,1,0
50,39,17,57,47,16,119,20,54,56,55,46,1,10
65,38,33,65,70,23,111,28,63,51,64,41,0,9
71,66,2,72,67,24,9,25,74,74,77,67,0,1
63,70,29,64,52,12,98,25,69,70,68,45,1,8
60,33,13,65,50,21,56,20,57,56,56,57,0,1
53,55,13,64,44,17,162,18,50,52,50,36,1,0
77,32,14,77,76,32,134,30,61,39,64,55,1,10
57,29,17,62,45,25,21,22,51,53,63,40,0,1
64,67,22,72,62,16,139,20,68,63,69,53,1,0
70,61,2,70,59,15,3,28,71,70,86,69,0,6
65,31,17,77,64,20,149,19,65,64,76,57,0,8
65,17,22,68,57,30,132,24,53,47,68,34,1,11
58,36,25,61,60,16,24,26,57,45,57,66,1,8
68,62,29,74,63,16,2,22,69,70,59,67,1,0
66,65,17,71,67,20,157,24,65,59,66,44,1,9
66,58,22,66,56,14,140,25,64,65,73,66,1,0
55,55,13,66,46,22,24,19,48,48,65,50,1,11
59,42,37,71,52,14,68,20,55,53,48,61,1,11
60,43,17,70,59,21,56,17,62,60,76,55,1,1
59,26,26,76,56,26,74,19,60,46,60,56,1,9
57,14,13,57,51,29,145,35,29,13,33,16,1,10
78,45,14,80,77,35,152,26,68,58,35,56,0,10
67,24,35,79,64,25,41,19,64,47,58,31,0,9
63,40,17,63,57,19,68,28,63,60,70,62,1,8
56,42,26,65,53,18,21,18,58,56,62,55,1,10
71,27,22,76,66,18,9,23,66,59,82,58,0,9
72,46,35,74,67,22,42,26,63,57,66,47,1,11
51,18,13,64,48,25,145,19,34,23,56,30,1,11
75,48,8,75,65,28,79,28,70,63,88,42,1,11
64,54,17,67,59,31,127,25,64,62,70,67,0,12
61,15,17,61,55,16,34,32,30,14,30,18,1,9
64,68,22,72,46,12,138,21,70,77,40,45,1,5
63,60,17,64,56,14,98,25,61,53,66,66,1,8
63,27,35,71,57,22,115,22,47,36,58,32,1,10
75,72,19,75,69,12,104,25,75,79,75,63,1,6
82,75,19,82,80,12,57,26,84,89,75,78,1,8
68,8,0,69,49,22,0,28,11,18,36,39,1,9
70,64,8,70,68,18,41,28,64,66,78,66,1,1
60,35,13,65,60,26,68,24,57,49,82,51,1,13
61,24,17,75,49,16,111,18,48,23,60,33,0,11
83,70,36,83,78,13,33,32,87,89,68,80,1,8
67,59,14,67,61,22,121,31,68,72,76,64,1,1
82,16,27,89,73,41,64,23,26,21,35,31,1,14
67,48,35,72,69,22,155,24,64,66,76,54,1,1
59,34,17,71,54,23,68,20,55,65,63,43,0,0
60,46,13,60,59,21,27,27,49,51,72,56,1,11
66,62,17,71,61,28,157,24,68,64,68,40,1,10
69,12,2,69,66,27,150,32,20,14,26,28,1,9
62,34,13,66,51,12,93,24,59,49,90,45,1,8
70,41,33,70,61,26,164,30,49,46,90,48,1,10
67,39,29,67,71,18,115,32,54,34,48,67,1,9
71,15,31,73,72,32,6,26,56,42,60,48,1,12
65,56,29,78,67,24,163,19,64,60,59,67,1,12
80,69,34,80,79,17,17,30,82,71,73,79,1,8
60,61,13,67,48,14,74,22,59,57,54,49,0,9
66,48,2,66,64,17,138,26,65,64,75,58,1,7
49,39,26,64,49,15,137,17,48,52,52,48,1,1
62,14,13,62,47,25,59,31,35,23,33,54,1,1
76,75,17,77,71,14,142,25,76,80,73,76,1,0
83,87,14,83,83,21,40,32,88,84,73,83,1,1
58,25,13,69,57,28,37,19,48,47,58,40,1,11
54,21,26,67,41,21,15,18,31,28,66,28,1,10
66,55,22,68,64,14,150,24,68,68,55,63,1,5
69,67,2,69,64,25,1,27,64,62,66,47,0,11
62,46,13,70,50,27,111,21,73,68,55,58,1,10
59,55,13,69,56,19,62,19,60,54,61,44,1,11
87,11,30,91,84,33,124,23,16,12,41,55,1,10
66,45,33,66,55,11,138,26,65,70,87,61,1,6
78,70,14,83,76,11,16,23,80,81,68,77,0,6
64,58,29,64,72,14,93,29,66,62,64,60,1,7
77,16,8,83,76,27,159,24,14,13,43,45,0,10
67,12,25,67,65,20,136,27,53,34,66,22,1,10
70,25,22,78,60,32,7,21,66,56,65,22,0,11
65,37,22,69,64,25,132,23,63,63,75,63,1,9
62,53,17,76,62,21,136,20,63,61,70,63,0,1
69,47,25,79,66,10,1,17,66,61,68,56,1,6
68,51,29,74,61,33,41,24,52,50,65,42,1,11
49,44,13,67,49,14,137,17,51,51,54,46,1,0
62,54,22,62,56,21,59,28,62,56,75,60,1,9
71,12,35,75,64,31,8,25,23,20,31,31,1,12
77,17,8,77,75,22,106,34,22,18,40,30,0,13
63,26,17,70,64,30,111,21,39,24,61,33,1,14
70,71,31,70,66,31,41,32,68,67,80,64,1,10
74,53,23,78,72,26,104,24,78,77,78,74,1,11
51,27,26,60,47,12,137,20,37,54,58,39,0,8
73,50,23,75,69,20,49,25,66,74,88,62,1,0
68,37,33,68,71,27,121,32,70,68,60,56,1,10
80,66,27,80,80,7,20,28,78,87,74,76,0,6
84,89,1,89,83,21,113,23,79,75,72,64,1,1
52,11,17,56,53,29,126,26,24,17,44,18,1,9
78,25,2,82,76,28,160,24,65,60,75,41,1,11
61,13,22,61,57,21,21,35,15,16,34,54,1,1
69,13,22,71,58,21,165,27,54,27,71,22,0,9
80,74,27,88,78,28,57,20,81,86,68,80,1,9
68,74,2,68,63,25,161,27,70,69,62,62,1,11
77,71,32,78,73,25,159,26,75,78,92,73,1,11
71,74,13,72,64,29,9,26,73,72,75,55,1,12
56,10,26,72,48,22,34,16,15,10,18,22,1,9
55,37,13,70,52,13,34,18,58,57,53,51,1,8
63,69,0,63,55,15,0,26,63,62,78,50,1,0
51,40,13,64,36,11,154,20,51,42,63,46,0,7
69,64,2,69,61,18,98,35,73,67,52,74,1,7
65,11,17,75,58,34,140,19,17,14,25,45,1,12
61,37,26,70,57,21,88,21,48,36,60,30,1,11
60,17,26,71,56,35,74,20,16,15,28,51,1,14
64,14,22,65,61,33,115,28,19,12,31,19,1,11
79,22,30,83,71,28,14,24,61,49,68,31,1,13
69,70,2,74,65,16,4,23,61,62,73,56,1,1
67,14,29,67,61,31,136,30,12,15,41,36,1,11
67,69,35,70,64,32,163,25,61,63,81,46,1,11
55,20,26,71,49,14,27,16,51,50,69,30,1,0
54,31,13,63,48,30,15,20,53,46,59,44,1,11
79,79,1,86,76,21,29,21,76,78,74,71,1,10
66,64,22,74,60,10,163,21,65,67,54,62,1,6
57,30,17,65,54,18,27,21,59,55,44,38,0,8
54,15,17,62,41,26,162,22,12,14,17,32,1,10
58,56,17,68,49,22,56,21,56,53,64,52,1,10
