Overall,Finishing,Wage,Potential,Reactions,Weight,Value,Age,BallControl,Dribbling,Stamina,Vision,Preferred Foot,Height
67,50,€10K,67,68,159lbs,€550K,28,63,53,76,54,Left,6'1
63,42,€2K,69,58,165lbs,€400K,22,55,51,78,55,Right,5'9
68,68,€10K,69,62,148lbs,€975K,25,68,70,64,64,Left,5'11
66,45,€4K,66,68,172lbs,€475K,28,60,64,70,68,Left,5'11
63,50,€1K,66,63,148lbs,€350K,25,61,54,71,63,Right,6'0
67,48,€5K,77,64,146lbs,€1.2M,21,73,77,67,73,Left,5'7
71,43,€6K,74,72,150lbs,€1.8M,23,70,64,78,62,Right,5'8
70,64,€15K,70,75,170lbs,€1.2M,30,74,70,81,73,Right,5'11
65,48,€3K,72,54,152lbs,€725K,20,70,70,67,65,Right,5'10
69,36,€8K,71,61,157lbs,€1M,25,66,65,73,51,Right,5'8
66,48,€10K,74,60,165lbs,€900K,21,67,63,79,63,Right,5'11
64,50,€2K,64,64,152lbs,€400K,29,65,62,82,60,Right,5'7
66,65,€4K,66,65,159lbs,€650K,25,63,65,75,63,Right,5'10
71,20,€20K,75,68,168lbs,€1.8M,24,66,67,76,54,Right,5'11
68,55,€6K,73,59,161lbs,€1.1M,24,68,67,64,70,Left,5'10
65,43,€3K,65,61,163lbs,€375K,30,61,58,67,54,Left,5'10
65,71,€2K,65,60,150lbs,€550K,26,62,65,83,60,Right,5'6
69,34,€6K,69,68,161lbs,€425K,33,57,47,67,68,Left,5'10
80,39,€20K,81,80,170lbs,€13M,27,64,57,82,43,Right,6'1
75,73,€20K,78,65,152lbs,€5M,24,77,80,66,73,Right,5'10
65,38,€2K,68,65,179lbs,€650K,24,65,61,76,67,Right,6'1
69,61,€20K,69,60,141lbs,€875K,31,72,71,68,67,Right,5'9
65,33,€3K,65,63,165lbs,€375K,30,62,61,73,68,Right,5'11
66,63,€3K,67,66,170lbs,€725K,25,69,68,60,66,Right,5'9
76,21,€50K,76,66,192lbs,€3.8M,30,59,52,69,51,Right,6'3
70,65,€15K,70,62,161lbs,€1.3M,28,68,75,76,63,Right,5'10
75,38,€15K,82,78,168lbs,€5M,22,73,66,71,53,Right,6'0
68,35,€9K,68,66,176lbs,€700K,27,58,53,72,59,Right,5'11
66,66,€3K,71,61,179lbs,€850K,24,64,70,68,66,Right,6'2
68,22,€6K,74,57,174lbs,€1M,24,61,37,73,44,Right,6'1
65,42,€3K,68,62,165lbs,€525K,25,65,60,66,44,Left,5'11
68,65,€5K,74,75,161lbs,€1.2M,22,66,66,79,68,Right,6'0
65,33,€1K,70,63,161lbs,€700K,23,64,60,84,62,Right,5'10
68,67,€6K,68,64,174lbs,€575K,33,67,64,84,68,Right,5'11
66,51,€2K,75,53,163lbs,€825K,20,63,62,83,62,Right,5'11
64,62,€3K,64,57,157lbs,€350K,31,70,65,75,65,Left,5'9
65,48,€4K,70,63,174lbs,€600K,24,64,67,74,53,Right,5'10
67,62,€9K,84,58,165lbs,€1.4M,18,76,79,60,59,Right,6'2
75,78,€15K,79,70,187lbs,€5.5M,23,72,70,72,59,Right,6'3
69,70,€7K,76,65,157lbs,€1.5M,23,73,72,56,61,Right,5'10
64,59,€3K,64,61,141lbs,€425K,28,63,63,73,62,Right,5'10
71,75,€10K,71,61,174lbs,€1.6M,30,70,71,57,57,Right,6'1
67,61,€10K,67,71,165lbs,€575K,32,71,77,66,61,Left,5'11
68,64,€4K,75,55,163lbs,€1.2M,20,64,70,74,62,Right,5'10
64,43,€3K,69,59,154lbs,€500K,22,64,64,67,46,Right,5'10
72,64,€10K,72,70,143lbs,€725K,35,78,72,47,76,Left,5'8
65,60,€1K,75,52,146lbs,€850K,21,65,68,73,65,Right,6'0
66,45,€4K,66,66,165lbs,€500K,27,65,61,71,55,Left,5'9
70,65,€6K,70,59,157lbs,€500K,35,71,69,33,77,Right,5'11
66,62,€2K,73,59,185lbs,€875K,23,64,74,48,64,Right,5'11
69,63,€10K,70,63,143lbs,€1.2M,24,72,69,76,66,Right,5'9
69,61,€5K,74,63,154lbs,€1.3M,22,67,72,69,62,Left,5'6
77,24,€40K,81,71,192lbs,€7.5M,24,54,40,60,44,Right,6'1
66,49,€4K,66,65,183lbs,€350K,32,64,62,73,56,Right,6'1
71,61,€20K,71,69,143lbs,€1.6M,28,70,74,60,71,Left,5'8
67,67,€3K,77,64,148lbs,€1M,18,67,68,67,62,Right,5'8
71,70,€15K,71,65,165lbs,€1.6M,29,67,65,72,57,Right,6'1
63,49,€2K,71,66,154lbs,€425K,22,66,68,75,60,Right,6'0
71,71,€9K,72,68,168lbs,€1.9M,25,70,72,74,62,Right,5'11
66,59,€2K,71,59,159lbs,€825K,22,66,58,74,58,Right,5'11
65,48,€3K,71,67,165lbs,€600K,22,64,60,65,47,Left,6'0
71,67,€10K,77,67,150lbs,€2.2M,21,68,77,69,62,Left,5'9
63,43,€2K,77,57,161lbs,€600K,19,61,64,71,60,Right,5'9
65,54,€3K,66,57,152lbs,€600K,26,67,64,66,61,Right,5'9
69,58,€15K,73,60,165lbs,€1.3M,23,72,71,78,67,Left,5'10
70,29,€15K,70,66,176lbs,€975K,29,60,51,76,46,Right,6'1
69,66,€9K,74,68,154lbs,€1.4M,23,70,71,77,64,Left,5'7
68,52,€9K,71,66,165lbs,€1.1M,24,72,72,67,66,Right,5'9
66,52,€5K,66,62,172lbs,€550K,24,61,57,66,45,Right,6'0
64,39,€2K,64,63,161lbs,€450K,26,57,54,74,67,Right,6'2
66,61,€4K,67,59,168lbs,€700K,25,67,66,70,60,Left,5'10
69,46,€6K,77,59,163lbs,€1.1M,19,70,61,59,69,Right,5'11
64,55,€3K,70,59,174lbs,€575K,20,65,62,83,49,Right,5'11
68,46,€10K,68,65,159lbs,€475K,32,59,52,57,52,Right,6'0
66,54,€3K,74,72,170lbs,€900K,22,71,67,72,58,Right,6'2
62,50,€1K,62,62,163lbs,€220K,28,58,56,72,59,Left,6'0
63,65,€3K,68,55,148lbs,€450K,24,64,66,75,54,Left,5'8
70,68,€30K,70,67,141lbs,€1.1M,32,72,71,61,70,Left,5'6
72,24,€0,73,64,154lbs,€0,26,64,57,81,49,Right,6'0
64,47,€3K,64,64,170lbs,€325K,29,62,58,66,58,Right,5'10
70,58,€8K,85,57,148lbs,€2.6M,17,77,80,59,66,Right,5'9
64,43,€3K,64,69,168lbs,€425K,28,65,60,82,62,Right,5'10
72,69,€15K,73,68,134lbs,€2.4M,25,74,73,54,70,Right,5'8
67,42,€5K,67,68,139lbs,€300K,33,60,57,91,54,Left,5'7
70,33,€5K,71,74,165lbs,€1.3M,25,58,62,92,65,Right,5'9
67,63,€6K,68,64,172lbs,€850K,25,67,67,71,68,Right,6'0
71,69,€7K,74,74,159lbs,€2.1M,23,73,76,60,66,Right,5'10
70,72,€4K,81,70,152lbs,€2.1M,19,68,74,58,62,Right,5'7
66,58,€9K,66,72,161lbs,€600K,28,70,63,63,67,Right,5'11
64,43,€3K,73,64,154lbs,€575K,21,56,70,70,48,Right,5'9
76,78,€60K,76,74,176lbs,€4.6M,31,74,68,68,60,Right,6'0
72,58,€7K,72,63,137lbs,€2M,28,70,78,81,67,Right,5'7
66,42,€3K,69,65,172lbs,€625K,25,66,66,77,62,Right,5'9
82,23,€80K,83,72,183lbs,€19M,26,61,50,76,49,Left,6'2
70,32,€50K,76,66,154lbs,€1.6M,22,66,68,78,39,Right,5'11
60,40,€2K,67,56,172lbs,€250K,21,58,59,81,52,Right,5'9
68,52,€10K,76,60,148lbs,€1.3M,22,73,74,63,63,Right,5'7
69,60,€6K,71,50,154lbs,€1.2M,25,71,72,65,74,Left,5'7
65,42,€3K,65,60,163lbs,€150K,34,65,49,70,32,Right,5'11
60,56,€2K,69,55,176lbs,€275K,20,60,61,65,59,Right,6'1
69,71,€5K,76,68,152lbs,€1.5M,23,72,68,63,63,Right,6'0
82,45,€20K,82,75,194lbs,€14.5M,30,64,53,63,22,Right,6'3
66,47,€2K,72,64,154lbs,€850K,22,72,65,72,70,Right,5'10
62,44,€1K,62,68,165lbs,€120K,33,58,56,64,50,Left,6'0
69,53,€6K,69,57,143lbs,€950K,29,66,71,85,63,Left,5'8
65,53,€7K,70,55,157lbs,€725K,23,69,70,63,65,Left,5'9
65,50,€1K,65,65,154lbs,€325K,31,61,58,65,56,Right,5'9
66,59,€3K,69,62,132lbs,€775K,24,70,70,51,60,Right,5'7
67,65,€4K,68,65,154lbs,€850K,26,67,66,71,68,Right,5'8
66,46,€3K,66,62,170lbs,€110K,35,61,58,53,62,Right,5'5
72,74,€10K,72,66,172lbs,€1.4M,33,70,67,63,63,Right,6'0
65,56,€1K,69,54,148lbs,€700K,23,60,65,74,63,Left,5'6
63,51,€2K,70,59,161lbs,€475K,23,65,64,77,60,Right,5'10
69,57,€8K,69,67,163lbs,€1M,27,69,70,63,66,Right,5'10
75,78,€20K,75,74,183lbs,€4.3M,27,74,71,62,76,Right,6'3
73,66,€30K,86,70,154lbs,€4.7M,18,80,78,69,66,Right,5'9
75,70,€7K,83,68,146lbs,€5.5M,19,78,80,74,70,Left,5'9
67,66,€9K,71,56,163lbs,€925K,23,68,68,63,64,Left,5'9
68,59,€5K,76,50,159lbs,€1.3M,22,63,76,63,71,Left,5'10
68,69,€4K,70,64,168lbs,€1M,25,69,67,70,66,Right,6'0
64,65,€2K,64,62,159lbs,€375K,30,73,71,68,68,Right,5'8
69,73,€8K,69,66,174lbs,€1M,28,73,67,72,65,Right,6'2
68,52,€6K,79,64,154lbs,€1.3M,20,66,66,72,46,Right,5'10
69,51,€10K,70,58,159lbs,€1.2M,25,73,79,67,60,Right,5'11
61,55,€3K,61,70,172lbs,€210K,24,58,43,61,74,Right,6'0
66,41,€5K,66,71,141lbs,€500K,28,62,63,70,68,Right,5'8
69,67,€20K,74,65,187lbs,€1.4M,24,70,71,86,54,Right,6'3
65,35,€4K,65,58,159lbs,€375K,29,61,62,82,56,Left,5'10
66,63,€4K,75,67,161lbs,€975K,21,68,70,59,65,Right,5'11
62,58,€4K,62,43,161lbs,€275K,28,59,64,73,49,Left,5'11
78,29,€30K,78,76,183lbs,€7M,27,41,39,69,44,Right,6'3
70,19,€10K,70,65,170lbs,€1M,29,66,64,74,59,Right,6'0
72,72,€30K,72,70,190lbs,€2.1M,28,64,63,71,51,Right,6'2
60,49,€3K,60,61,161lbs,€140K,32,54,56,84,52,Right,5'11
69,28,€15K,70,67,159lbs,€950K,26,63,52,80,57,Right,6'0
72,36,€6K,72,73,165lbs,€1.2M,32,68,58,76,49,Right,6'0
68,73,€6K,68,64,165lbs,€875K,28,71,69,70,74,Left,5'11
69,68,€20K,70,57,187lbs,€1.2M,25,68,70,63,67,Left,6'3
72,62,€2K,78,67,139lbs,€2.9M,22,63,74,77,68,Right,5'7
63,63,€3K,66,59,168lbs,€425K,24,56,58,67,52,Right,5'11
66,41,€2K,66,65,163lbs,€400K,31,60,51,75,58,Right,6'2
70,70,€10K,84,65,170lbs,€2.6M,17,70,71,75,65,Right,6'1
66,48,€2K,66,59,148lbs,€500K,27,64,68,77,54,Right,5'8
64,44,€3K,65,62,157lbs,€500K,24,64,63,71,53,Right,5'10
69,70,€3K,74,67,154lbs,€1.4M,24,74,69,67,61,Right,5'6
73,46,€30K,73,69,185lbs,€2.2M,29,68,43,82,65,Left,6'4
70,37,€8K,71,75,157lbs,€1.2M,27,60,58,77,48,Right,5'10
68,42,€3K,69,64,163lbs,€800K,26,66,62,80,58,Right,5'10
71,70,€5K,71,71,152lbs,€1.7M,28,70,74,67,57,Right,5'8
66,55,€1K,67,60,152lbs,€625K,24,65,72,71,56,Left,5'8
65,50,€4K,65,67,163lbs,€300K,32,63,60,76,59,Right,5'9
64,55,€3K,70,62,159lbs,€500K,23,59,57,91,61,Right,5'8
67,40,€8K,67,65,152lbs,€525K,30,68,66,68,67,Right,5'10
67,65,€5K,67,56,163lbs,€750K,26,67,63,82,59,Right,5'8
68,65,€15K,68,72,159lbs,€950K,24,68,67,57,71,Right,5'10
69,48,€10K,74,71,146lbs,€1.3M,23,70,69,68,72,Right,5'9
65,53,€3K,76,63,159lbs,€800K,21,67,65,70,62,Right,6'0
68,63,€10K,68,63,150lbs,€800K,29,71,70,54,68,Right,5'8
67,31,€20K,67,58,172lbs,€600K,26,57,54,74,41,Right,6'1
66,66,€15K,66,62,183lbs,€650K,26,64,65,70,57,Left,5'9
65,40,€2K,69,60,159lbs,€575K,23,56,54,82,56,Left,5'11
65,60,€3K,65,67,154lbs,€500K,28,64,62,67,68,Left,5'10
67,49,€20K,72,64,157lbs,€825K,24,65,65,80,54,Right,5'9
62,56,€1K,73,59,154lbs,€475K,20,64,59,81,63,Right,5'9
74,32,€30K,74,65,172lbs,€2.5M,29,58,60,66,57,Right,6'2
66,35,€7K,66,65,172lbs,€600K,28,71,65,70,51,Right,6'2
68,58,€3K,73,65,163lbs,€1.2M,24,70,67,56,69,Right,5'10
63,50,€4K,63,62,183lbs,€300K,30,61,60,90,62,Right,5'10
65,42,€2K,65,62,146lbs,€375K,30,64,62,81,64,Right,5'9
62,45,€2K,65,60,157lbs,€275K,25,60,62,77,47,Left,5'10
67,48,€8K,72,69,168lbs,€825K,24,64,66,76,54,Right,5'11
64,51,€4K,73,64,154lbs,€600K,19,64,69,80,47,Left,5'9
64,48,€3K,69,59,159lbs,€575K,24,66,67,80,66,Right,5'11
75,76,€2K,78,76,168lbs,€5M,25,76,69,72,62,Right,6'2
68,39,€2K,80,73,161lbs,€1.2M,19,65,58,84,57,Right,5'10
65,60,€3K,65,60,168lbs,€525K,27,66,63,81,59,Left,5'11
66,35,€3K,70,71,154lbs,€675K,25,67,66,76,67,Right,5'10
65,41,€2K,76,64,165lbs,€725K,19,62,60,78,60,Left,6'3
68,34,€9K,71,69,159lbs,€925K,24,67,66,68,63,Left,5'10
66,62,€5K,66,50,165lbs,€475K,32,74,75,71,66,Left,5'11
67,59,€7K,77,60,141lbs,€1.2M,21,72,72,56,64,Left,5'6
65,59,€3K,72,58,170lbs,€750K,23,66,69,71,58,Right,6'0
67,64,€3K,67,66,159lbs,€725K,28,65,68,76,64,Left,5'8
72,69,€30K,72,64,168lbs,€2.2M,26,72,72,76,71,Right,6'0
77,22,€30K,79,71,150lbs,€7M,26,64,48,75,39,Right,5'11
72,73,€30K,72,70,168lbs,€2.1M,29,74,64,75,67,Left,6'1
72,60,€20K,72,65,154lbs,€2.2M,26,78,77,64,63,Right,5'8
62,43,€2K,74,58,159lbs,€425K,18,59,61,79,60,Right,5'7
64,57,€6K,64,59,152lbs,€350K,31,67,68,68,61,Right,5'9
65,51,€4K,65,65,174lbs,€425K,27,66,64,66,67,Right,6'0
66,46,€2K,66,67,172lbs,€275K,33,69,63,71,58,Right,6'1
66,33,€2K,73,69,168lbs,€750K,21,71,69,73,66,Left,6'2
68,40,€5K,68,67,176lbs,€600K,30,66,69,85,71,Right,6'1
66,62,€4K,66,66,163lbs,€625K,26,66,67,65,65,Right,5'8
64,57,€4K,70,61,163lbs,€575K,22,64,65,75,62,Right,5'11
63,61,€1K,74,60,161lbs,€575K,21,62,66,83,65,Right,5'9
64,50,€4K,64,56,183lbs,€350K,27,60,57,82,50,Left,6'0
65,68,€500,80,63,168lbs,€1.1M,19,64,65,72,62,Right,5'11
69,62,€7K,69,61,157lbs,€1M,26,72,67,73,71,Left,5'11
72,33,€9K,79,65,152lbs,€2.5M,20,68,67,83,54,Right,5'11
67,69,€6K,67,67,154lbs,€700K,29,65,67,64,65,Right,5'11
66,52,€2K,73,65,154lbs,€750K,21,66,57,83,57,Right,5'11
63,51,€6K,69,57,163lbs,€400K,23,55,53,68,43,Right,5'9
64,56,€3K,64,59,176lbs,€425K,28,63,59,63,68,Right,6'1
70,26,€15K,70,60,176lbs,€950K,30,58,54,72,55,Right,6'1
65,32,€9K,65,60,141lbs,€300K,32,61,56,68,56,Right,5'11
71,36,€6K,72,67,172lbs,€1.6M,25,71,67,76,59,Left,6'1
69,63,€15K,77,63,170lbs,€1.5M,20,69,73,60,60,Right,6'2
66,40,€4K,66,68,141lbs,€475K,28,62,60,72,57,Left,5'8
66,60,€2K,73,58,146lbs,€875K,23,63,65,66,62,Left,6'1
72,59,€10K,72,67,176lbs,€2.1M,27,74,75,68,62,Right,5'10
67,65,€6K,72,55,165lbs,€1M,23,74,72,79,43,Right,5'9
67,58,€6K,67,66,154lbs,€450K,33,64,65,59,59,Right,5'7
63,60,€1K,63,57,165lbs,€325K,28,65,65,79,63,Right,6'0
69,67,€7K,69,54,174lbs,€950K,29,75,76,73,55,Right,6'1
68,40,€10K,71,62,168lbs,€875K,25,65,66,61,52,Right,5'10
69,66,€10K,78,60,154lbs,€1.6M,20,76,71,66,72,Left,5'10
77,33,€60K,77,62,192lbs,€2.1M,34,47,50,75,55,Left,6'3
66,24,€3K,70,61,159lbs,€675K,21,70,57,70,45,Left,5'11
69,70,€20K,69,65,172lbs,€1M,28,67,67,75,51,Right,6'0
68,31,€4K,77,60,170lbs,€1.2M,20,59,64,85,61,Right,5'10
68,68,€9K,68,66,172lbs,€875K,28,68,65,72,60,Right,5'8
63,60,€3K,63,61,154lbs,€275K,31,63,66,60,63,Right,5'9
68,49,€2K,72,59,143lbs,€950K,24,63,65,88,58,Right,5'6
64,63,€2K,64,55,159lbs,€220K,34,65,64,63,64,Right,5'9
67,60,€3K,67,69,143lbs,€775K,26,70,69,68,58,Right,5'8
67,62,€6K,72,64,159lbs,€950K,22,66,64,90,68,Right,5'9
63,45,€3K,63,56,172lbs,€250K,29,52,60,83,49,Left,5'10
65,47,€2K,65,58,170lbs,€450K,26,64,49,81,57,Right,6'0
66,64,€3K,66,58,181lbs,€600K,28,65,69,74,57,Right,6'1
71,29,€30K,71,67,161lbs,€1.3M,28,61,60,68,56,Right,5'9
69,71,€5K,69,64,161lbs,€825K,31,69,71,64,63,Right,5'10
74,77,€20K,75,65,174lbs,€4M,26,75,71,71,62,Right,6'1
71,71,€6K,71,67,161lbs,€1.6M,29,65,70,73,47,Right,5'7
71,23,€5K,79,64,161lbs,€1.8M,19,67,64,77,31,Right,6'0
65,31,€2K,70,62,172lbs,€600K,23,67,61,72,48,Left,5'9
67,45,€1K,67,50,154lbs,€600K,26,68,74,69,44,Left,5'6
74,30,€8K,74,63,170lbs,€0,36,52,42,62,43,Right,6'0
64,58,€3K,74,61,165lbs,€700K,21,65,67,59,65,Right,5'11
67,35,€7K,67,69,159lbs,€550K,28,63,61,78,45,Right,5'10
72,75,€8K,72,70,174lbs,€1.9M,31,72,69,73,67,Right,6'1
70,54,€8K,81,68,159lbs,€2.3M,21,72,62,74,71,Right,5'10
67,63,€3K,74,65,187lbs,€1M,22,70,68,69,65,Right,6'2
70,64,€20K,70,64,172lbs,€1.3M,27,82,85,30,68,Right,5'11
61,55,€3K,64,54,170lbs,€275K,24,64,61,78,48,Right,5'11
68,37,€15K,81,63,150lbs,€1.4M,19,70,59,71,54,Right,5'10
65,64,€2K,73,62,165lbs,€800K,21,64,65,71,61,Left,5'9
66,64,€3K,85,65,154lbs,€1M,16,62,63,73,57,Left,5'10
64,49,€2K,65,64,161lbs,€500K,24,60,61,71,66,Right,5'11
72,34,€20K,77,61,179lbs,€2.4M,23,65,60,73,51,Right,6'3
65,50,€3K,67,63,157lbs,€625K,25,65,67,65,64,Right,5'11
70,59,€9K,70,68,163lbs,€1.5M,24,71,73,47,76,Left,6'0
74,78,€6K,74,68,174lbs,€1.8M,34,74,72,68,60,Right,5'11
70,70,€15K,76,60,181lbs,€1.9M,22,67,74,64,58,Right,6'4
64,53,€2K,77,53,150lbs,€750K,19,59,64,62,64,Right,5'9
71,39,€10K,71,69,172lbs,€1.2M,30,62,47,67,52,Left,6'1
71,70,€30K,72,68,185lbs,€1.9M,25,74,76,67,62,Right,6'2
66,53,€4K,66,71,137lbs,€400K,31,66,55,68,51,Right,5'5
65,52,€3K,66,67,163lbs,€600K,26,66,57,56,62,Right,5'10
69,67,€10K,74,69,141lbs,€1.4M,21,77,74,53,69,Right,6'1
66,53,€2K,66,70,161lbs,€550K,30,64,60,75,60,Right,5'9
67,62,€15K,67,63,143lbs,€675K,29,73,70,74,64,Right,5'8
68,33,€8K,70,62,179lbs,€850K,25,63,60,83,63,Left,6'0
62,43,€500,62,71,183lbs,€160K,32,63,66,60,61,Left,6'2
67,51,€7K,70,61,159lbs,€750K,25,66,65,73,55,Left,5'11
69,70,€3K,71,66,154lbs,€1.3M,24,70,69,63,63,Right,5'6
67,64,€9K,73,65,170lbs,€1M,23,67,70,68,65,Right,6'1
70,69,€10K,70,58,150lbs,€1.4M,25,70,74,61,59,Right,5'8
74,73,€40K,74,64,190lbs,€3.5M,27,71,65,74,42,Right,6'4
69,34,€3K,69,63,170lbs,€300K,34,66,64,64,53,Right,6'0
70,48,€60K,74,58,170lbs,€1.7M,21,77,56,61,67,Left,6'2
72,73,€15K,78,80,150lbs,€3M,21,74,67,68,59,Left,5'10
70,26,€15K,83,62,154lbs,€2.1M,19,67,68,75,66,Left,5'10
73,68,€9K,74,72,154lbs,€3.5M,24,74,76,68,66,Right,5'11
66,56,€6K,68,54,183lbs,€625K,25,60,63,72,48,Left,6'2
66,38,€3K,72,66,139lbs,€725K,21,67,68,83,63,Right,5'9
68,44,€5K,68,69,161lbs,€550K,31,65,64,68,58,Right,5'11
66,65,€2K,71,64,187lbs,€850K,24,64,64,71,51,Right,6'1
70,62,€4K,70,65,163lbs,€1.3M,29,72,69,67,75,Right,5'10
70,67,€9K,71,62,152lbs,€1.6M,25,75,80,41,48,Left,5'10
74,74,€30K,77,75,154lbs,€4.4M,24,61,62,61,51,Right,5'9
68,47,€4K,74,62,141lbs,€1M,21,63,63,79,61,Left,5'8
80,25,€110K,80,64,190lbs,€11M,28,59,61,70,50,Left,6'3
73,53,€15K,73,70,176lbs,€1.7M,32,65,47,72,48,Left,6'2
76,36,€20K,82,73,185lbs,€6M,23,70,65,74,43,Left,5'11
68,40,€7K,68,66,170lbs,€650K,29,62,55,79,59,Right,6'0
68,62,€15K,68,61,179lbs,€900K,27,71,71,71,57,Right,6'1
70,66,€3K,75,67,154lbs,€1.8M,23,72,70,73,59,Left,5'7
73,76,€15K,78,67,172lbs,€4M,23,64,70,58,56,Right,6'0
67,65,€10K,67,69,154lbs,€750K,27,65,67,71,70,Right,6'0
67,47,€15K,72,73,157lbs,€825K,24,73,62,63,51,Right,6'0
79,40,€60K,83,70,176lbs,€11.5M,24,64,53,77,35,Left,6'1
69,29,€2K,78,66,163lbs,€1.2M,19,63,56,78,54,Right,6'0
67,61,€9K,67,59,161lbs,€750K,26,67,68,88,63,Right,5'11
67,59,€6K,67,62,163lbs,€750K,27,68,65,74,60,Right,5'10
69,53,€9K,81,69,165lbs,€1.6M,19,69,60,63,63,Right,6'1
70,29,€9K,73,67,157lbs,€1.4M,24,59,44,81,39,Right,5'9
70,50,€4K,80,58,141lbs,€2.2M,20,77,75,72,68,Left,5'6
65,53,€9K,66,60,154lbs,€500K,25,66,63,81,51,Left,5'10
67,39,€8K,67,60,168lbs,€575K,27,64,62,74,53,Right,6'0
69,36,€15K,71,65,174lbs,€1M,26,68,48,74,69,Left,5'11
66,42,€3K,66,61,163lbs,€475K,29,68,62,55,65,Right,5'9
65,42,€2K,65,62,168lbs,€400K,28,63,55,87,51,Right,5'10
65,66,€6K,65,55,174lbs,€325K,33,63,69,64,61,Right,6'2
66,51,€4K,66,65,168lbs,€500K,27,63,55,65,52,Left,5'8
68,65,€8K,68,60,163lbs,€825K,28,70,72,63,56,Right,5'10
74,38,€15K,74,68,174lbs,€3.1M,24,62,46,73,47,Right,6'0
62,59,€2K,62,68,150lbs,€275K,27,56,41,91,67,Left,5'7
66,47,€9K,71,61,161lbs,€825K,24,66,66,61,72,Right,5'10
64,59,€4K,64,70,176lbs,€350K,32,65,61,59,62,Right,6'0
64,63,€2K,73,55,150lbs,€600K,19,64,65,66,52,Left,5'7
66,50,€4K,69,63,154lbs,€775K,24,62,67,76,52,Right,5'8
65,62,€2K,80,58,123lbs,€1.1M,20,64,66,65,60,Left,5'8
65,55,€3K,71,60,141lbs,€725K,23,69,68,69,53,Right,5'9
66,62,€500,70,65,159lbs,€700K,24,69,58,79,67,Right,5'8
64,60,€9K,64,56,165lbs,€210K,34,64,58,76,58,Right,5'11
68,44,€9K,68,68,172lbs,€775K,24,60,45,67,47,Left,5'10
71,72,€7K,78,65,174lbs,€2.4M,23,70,74,73,69,Right,6'0
75,34,€20K,78,66,187lbs,€4.2M,26,66,48,78,65,Right,6'3
67,44,€20K,77,63,168lbs,€1.2M,20,72,69,60,59,Right,5'9
62,52,€500,62,57,154lbs,€230K,27,59,62,66,52,Left,5'7
70,72,€9K,77,69,174lbs,€1.9M,22,67,71,79,72,Right,6'1
69,56,€10K,69,66,190lbs,€1M,28,71,72,75,74,Right,6'0
65,58,€5K,65,61,174lbs,€550K,26,65,68,71,62,Right,5'10
62,65,€4K,70,62,154lbs,€350K,23,67,69,63,51,Right,5'9
69,35,€4K,77,64,150lbs,€1.3M,21,65,55,86,47,Left,5'7
67,63,€10K,71,62,181lbs,€925K,22,67,70,68,58,Left,5'10
70,34,€15K,70,70,152lbs,€375K,34,67,55,63,60,Left,5'9
67,45,€5K,76,65,132lbs,€1.1M,21,65,64,75,69,Left,5'9
73,65,€7K,76,68,141lbs,€3.7M,24,63,77,58,72,Right,5'6
62,60,€7K,75,58,157lbs,€500K,19,62,64,56,62,Left,5'10
66,45,€1K,76,60,159lbs,€900K,19,70,63,59,64,Right,6'0
69,66,€30K,78,63,159lbs,€1.6M,22,68,68,74,55,Right,6'0
70,33,€1K,73,66,143lbs,€1.4M,24,64,68,77,50,Right,5'7
74,77,€20K,78,76,174lbs,€4.5M,24,73,65,56,62,Right,6'0
70,69,€30K,70,68,157lbs,€1.4M,27,67,63,74,58,Right,6'0
61,61,€3K,61,57,132lbs,€240K,27,62,64,69,54,Left,5'8
71,65,€15K,75,66,154lbs,€2.1M,23,72,77,67,60,Right,6'0
65,41,€4K,65,61,174lbs,€350K,31,62,55,75,46,Right,6'1
72,38,€7K,72,67,176lbs,€650K,34,54,49,71,47,Right,6'1
68,39,€10K,69,67,176lbs,€800K,26,66,65,81,58,Left,6'2
71,69,€9K,71,74,187lbs,€1.4M,31,73,67,57,70,Right,6'2
69,32,€5K,78,64,176lbs,€1.4M,20,64,67,78,40,Right,6'2
69,61,€3K,75,67,161lbs,€1.4M,23,70,68,65,65,Right,5'11
63,49,€3K,64,58,196lbs,€375K,25,63,63,82,63,Right,6'2
77,40,€30K,78,68,172lbs,€6.5M,27,65,56,67,47,Left,6'3
66,54,€3K,74,61,181lbs,€900K,22,66,64,76,67,Right,6'2
67,31,€5K,67,69,187lbs,€400K,32,61,64,74,59,Left,6'2
67,22,€4K,67,63,205lbs,€120K,35,66,67,56,61,Right,6'2
75,34,€50K,75,73,172lbs,€3.4M,27,63,57,75,50,Right,6'2
71,27,€3K,76,66,159lbs,€1.9M,23,66,59,82,58,Left,6'0
65,61,€3K,76,55,165lbs,€900K,20,71,72,75,64,Right,5'10
68,60,€9K,71,61,161lbs,€1.1M,24,67,68,80,59,Left,5'8
66,59,€5K,66,58,150lbs,€575K,29,68,68,67,69,Right,5'7
76,79,€20K,76,72,207lbs,€5.5M,28,73,70,73,60,Right,6'2
67,51,€4K,67,64,161lbs,€750K,26,68,58,70,66,Right,5'10
69,28,€6K,69,65,163lbs,€850K,26,62,59,81,44,Left,5'9
67,25,€10K,67,62,185lbs,€500K,30,61,62,71,51,Left,6'2
67,63,€7K,74,64,165lbs,€1M,21,64,71,72,54,Right,5'11
65,37,€3K,65,72,157lbs,€80K,35,58,67,69,63,Right,5'9
